sentence,label,Manual_Predictions
"In other words, it is preferable that the CMP polishing liquid of the present invention be used to polish a surface to be polished that contains silicon oxide.",0,
"Accordingly, by detecting the displacement in the up-and-down direction of the floating weight, it is possible to detect the occurrence of variation in the pressure of the material to be mixed, that is, the occurrence of the rising-up of the material to be mixed, and the control unit controls the rotation of the rotors, based on the detection result of the sensor, whereby it becomes possible to make the rising-up portion of the material to be mixed be caught between the pair of rotors, and thus it is possible to perform more appropriate mixing.",0,
"Therefore, the influence by illumination from a following vehicle can be reduced.",1,
"', 'Furthermore, an embodiment of the present invention provides a device synchronization, a time synchronization or content synchronization method in order to provide an interactive service between a plurality of devices.",2,
"', 'As an example, it will be assumed that the time series data of the location information recorded during a circular tour is to be classified.",2,
"', 'In the first and second targets for ultraviolet light generation, the polycrystalline film may have a thickness of at least 0.1 μm but not more than 10 μm.",0,
Nor does it suggest adjusting the frequency of the applied voltage.,2,
We conceived of the importance of adjusting the ratio of addition of decarburization suppressing elements and decarburization promoting elements in order to suppress decarburization.,0,
"In a structure of a transparent electrode based on a metal material according to the present invention, a light absorbing layer having a form of a thin film is formed in the periphery of a metal wire, and thus, natural light is prevented from being reflected on a partition wall or upper and lower surfaces without reducing transmittance of the transparent electrode, so that it is possible to improve the visibility of the display.",1,
The license processor is configured to perform generating the license information based on the user-specific information obtained through the website.,0,
"', 'According to the fourth aspect of the present invention, the electric level further includes average calculating means which obtains a plurality of measured heights and calculates an average, and thus a more accurate measured height can be obtained.",1,
"The present invention makes it possible to provide a vehicle operation analysis system that, by measuring action states of an operator and an object-to-be-operated, makes possible appropriate action analysis of vehicle operation.",1,
"According to the present invention, as the melting device in a heated state is made to move in a reciprocating manner, the melting step of melting many inserted pellets and the injection step of melted resin are separated, thereby bringing about advantageous effects of being able to save sufficient time to melt the pellets and to complete the injection step of melted resin quite speedily and for a short time and efficiently.",1,
"', 'According to an optional feature of the invention, signalling to the plurality of wireless communication units may comprise signalling the predefined service hopping pattern to the plurality of wireless communication units in a radio resource control message on a MBMS control channel.",0,
"The press forming condition was the same as that of the above-mentioned press forming test, except that the temperature of the blank sheet was uniform throughout the sheet thickness.",0,
The features and advantages of the present invention are summarized as follows.,1,
"', 'Therefore, the air pulsation in the intake air path tends to coincide with the gas pulsation in the exhaust gas path more easily, as a result of which the pressure waves in the intake air path in which the air density is thick easily overlap the pressure waves in the exhaust gas path in which the exhaust gas density is thick.",0,
is injected from the discharge port after removing the lid in the same manner as the portable hydrogen-water generating pot in accordance with the first embodiment of the present invention.,1,
"The substrate holder has openings through which the first and second surfaces of the film-formation target substrate are exposed, and includes a shield portion configured to shield an edge portion of the film-formation target substrate from a film formation material supplied from at least one of the first and second sputtering sources.",0,
"', 'The server 20 combines different travelling segments with each other to define a combined travelling segment if the similarity Sa between the current feature distributions of the respective different travelling segments is higher than the combination threshold Stha.",1,
"In a solid-state imaging device described above, preferably, a saturation charge quantity in each charge-accumulating unit is increased in order to enlarge a dynamic range and improve an SN ratio.",2,
CRBN contained in the pharmaceutical composition of the present invention induces proliferation of central nervous stem cells or neural progenitor cells and differentiation of these cells into nerve cells.,1,
"Accordingly, the crank angle recognized by the control device may be displaced from the actual crank angle.",2,
"', 'In addition, in the case of reducing the amount of carbon of the steel plate in order to improve the toughness and thereby secure the strength, a low carbon component system (low C—Ti—B system) to which titanium and boron are added is advantageous.",2,
"Accordingly, an object of the present invention is to enable lean-side and rich-side mixtures to be certainly supplied, respectively, to lean-side and rich-side flame holes combined in multiple way by a simple structure, and to improve the performance of resistance to linting by preventing the occurrence of adhesion and accumulation of dust particles likely of being contained in the air constituting the rich-side mixture when supplied to the rich-side flame holes through communication holes, thereby providing a rich-lean combustion burner capable of accomplishing improvement in the stability of combustion.",2,
"', 'A cushion material compressed by a tailgate is provided on a rear end portion of the above parcel shelf.",0,
"A speed command value that drives the motor in such a manner as to eliminate this positional deviation is calculated, and speed is controlled in real time.",1,
"', 'According to the present invention, there may be also provided a method for producing a 3,3′,4,4′-tetraalkyl cyclohexylbenzene with high yield and high selectivity from an o-dialkylbenzene efficiently and easily.",1,
"', 'In detail, when a solar cell is manufactured according to an exemplary embodiment of the present invention, transparent electrodes may be used as both the first electrode and the second electrode to be capable of manufacturing a semi-transparent or a selective wavelength-transmittable solar cell, which is easily usable for BIPV (building integrated photovoltaics), silicon solar cells, thin-film solar cells, and solar cells having a 4-terminal tandem structure.",1,
"Furthermore, when a steel sheet is cut, the radius of curvature R1 of the punch side is effective, so this radius of curvature R1 should be made the above-mentioned optimum range.",0,
"', 'In addition, in order to solve the above-described problems, a gas mixing apparatus of the present invention is configured to include: a piston pump including a cylinder, a gas discharge port formed at an end of the cylinder so as to make the cylinder communicate with a conduit through which a high-viscosity material can flow, a suction port formed in the cylinder so as to fill the cylinder with gas, and a piston slid between a first position and a second position inside the cylinder; and a discharge valve that opens and closes the discharge port, in which the cylinder forms a cylinder space having a predetermined volume when the piston is located at the first position.",0,
"In this case, central management and operation of the plurality of distributed power sources such as the solar cell, the fuel cell, the storage battery, and the like is desired.",2,
Such a sputtered film having an excellent insulation resistance and an excellent homogeneity will provide a film that has stable electrical properties and permittivity even in an ultrathin film.,1,
"According to the present invention, is possible to provide a radio communication system, a radio base station apparatus and a mobile terminal apparatus to which duplex schemes are applied in an effective manner.",1,
"', 'Another aspect of the present invention provides an anode active material and an anode which include the Si/C composite.",2,
A driving operation that the absolute value of the second offset voltage is larger than that of the first offset voltage is executed.,0,
"', 'As such, the object of the present invention is to provide a novel method of manufacturing polyaspartic acid, in which polyaspartic acid can be economically prepared under the conditions of low reaction temperature and short reaction time by carrying out condensation polymerization in the presence of a polar solvent without active hydrogen, deterioration in quality of the polymer product is prevented by using an alcohol with an alkyl group so that the level of degradation of dibasic acid by heat is reduced, and a foaming phenomenon is prevented also.",2,
"As a result, they found that native human granulocyte-colony stimulating factors can be mass-produced with high purity by culturing recombinant E. coli to obtain secretory proteins, and then applying the proteins to acid precipitation→cation exchange chromatography→hydrophobic-interaction chromatography→anion exchange chromatography in this order, thereby completing the present invention.",2,
"', 'Banknotes inside the collection space are preferably positioned as close as possible to the width direction center due to the relationship to the positions of rollers incorporated into the feed out mechanism and such like.",2,
"Therefore, a complicated treatment process is not required, and neither dust nor static electricity is subsequently generated, while the complicated process and generation of dust and static electricity are seen in rubbing treatment that has been applied so far.",1,
This means that characteristics of lens visual performance differ according to the lens design standard applied.,2,
"', 'The solution is an orthotic foot rest for a pedaling machine that is width adjustable for a varied bare foot or one that is shod in a wide variety of footwear.",0,
"', 'In view of the foregoing, an object of the present invention is to improve the driveability in backward running while attempting to increase the mileage at an electric powered vehicle.",2,
"Therefore, even if the tablet transfer path is narrow, there is no risk of overflow of medicines, and even if the tablet transfer path is short, medicines lying on top of one another are quickly separated.",1,
"According to one embodiment of the present invention above, by checking the type of a wireless power receiving apparatus through an antenna and a transmitting coil and accordingly transmitting a wireless power signal based on an appropriate scheme, an inductive wireless power receiving apparatus and a resonant wireless power receiving apparatus can be charged.",1,
"', 'In the bioinformation measurement device of the present invention configured as above, the sensor and the circuit substrate are disposed in positions adjacent to each other.",0,
"', 'The residual volatile component content can be further reduced by making the temperature of the suspension at the time of completion of mixing of the second aqueous liquid to be within the above-mentioned range.",0,
"When the shell layer is formed in a configuration having the first shell layer and the second shell layer, the second shell layer can be covered with the upper electrode layer, to achieve similar driving.",1,
"', 'As described above, in the conventional MIMO technology, the MIMO gain is not satisfactorily effectively used to widen the communication area.",1,
"', 'Further, it is important to measure and record blood pressure at the same time every day in order to determine a pattern of changing blood pressure.",1,
"', '(8) The method for producing the rocuronium preparation of the above (7), the method comprising a step of adjusting the titratable acidity to 100 mEq or less and the pH to 6 or less.",0,
"', 'In the hydraulic apparatus according to the aspect of the present invention, the pipe is preferably provided with a shuttle valve that selects the first hydraulic pump or the second hydraulic pump of the plurality of hydraulic pumps and allows the selected hydraulic pump to communicate with the pipe.",0,
The heat-curable silicone rubber composition described in Patent Document 2 also has a problem that the secondary curing easily discolors it.,2,
"Therefore, it is possible to prevent a driver from feeling inconvenienced or confused due to providing of unnecessary information.",0,
"', 'In view of the above problems, one non-limiting and exemplary embodiment provides a distance-measuring imaging device and a solid state imaging element which reduce a measurement variation in an imaging area of the solid state imaging element and achieves high distance measurement precision.",2,
"By providing reinforcing thread sets on the electrospun fibrous membrane body to impart the electrospun fibrous membrane with a greater mechanical property, the mechanical strength required for the movement of the tissue is ensured, and the electrospun fibrous membrane is easy to be folded or rolled into other shapes.",1,
"The present invention can provide a work machine which has a brushless motor as a drive source, and prevents burning of the drive circuit and reduction in the motor power both originated from overheating of FETs and provide a brushless motor having high efficiency.",1,
"For this reason, it is necessary to provide a component for reducing noise such as a coil, resulting in a problem of complex configuration.",2,
A cache memory should be faster than the final storage area.,2,
"', 'According to the method of manufacturing a silicon carbide semiconductor device of the present invention, after the silicon-containing material is formed on the second region, the second silicon dioxide region is formed by oxidizing this silicon-containing material.",0,
"Accordingly, an aspect of the present invention provides a method and apparatus for transmitting/receiving data packets in wireless communication systems.",2,
"The olefin-based coating material of the present invention includes a specific olefin resin, which is highly soluble or dispersible in an organic solvent.",1,
"Accordingly, in forming the third semiconductor layer, even when a cavity having a slit shape, a crevasse shape or a void shape remains in the third semiconductor layer at the center of the third semiconductor layer as viewed in a plan view, in establishing contact between the third semiconductor layer and the second electrode in the electrode forming step, there is no possibility that metal for forming the second electrode enters the inside of the cavity and hence, there is no possibility that metal in the inside of the cavity becomes an electrode potential.",1,
A process of diagnosing an abnormality of a filter based on the output value of the PM sensor at a first determination time after the PM deposition restart time may be specified as a filter diagnosis process.,2,
This makes it possible to easily carry out a correction process by carrying out correction with reference to the correction amount storage section.,0,
"According to the present invention, the resource use efficiency can be enhanced by dynamically changing the settings of the resource amount by the software management program of the virtual machine and thereby automating the change of the settings of the system.",1,
"', 'The separator for a lithium ion secondary battery of the present invention makes it possible to achieve the lithium ion secondary battery having excellent adhesion property in the electrolytic solution and excellent low-temperature output property.",1,
"', '(1) The fermented bamboo extract, the immunostimulating agent and the food composition of the present invention have an immunostimulating action, particularly the action of activating innate immune functions.",1,
"', 'It is considered for NR to use Beam Forming (BF) for both of transmission and reception for main purposes of reducing difficulty in securing a coverage accompanying an increase in a carrier frequency, and reducing radio wave propagation loss.",2,
"', '(d) Since a peptide or peptide-polymer complex of the present invention exhibits higher intracellular delivery efficiency than a conventional method, it can be effectively used as a system for intracellular delivery of various therapeutics.",1,
"Accordingly, reducing this gap makes it difficult to perform an operation, and installation is likely to be troublesome.",2,
"', 'Embodiments also provide a refrigerator that can prevent a water supply passage unit from being frozen.",2,
"However, according to the technique disclosed in Patent Literature 1, no consideration is given to the influence of the strain distribution in the sheet thickness direction.",2,
Subject to power supply voltage limitations at the time of write/erase.,2,
The method for manufacturing a silicon carbide semiconductor device according to the invention can obtain an effect that the adhesion between a metal film and a silicon carbide device can be improved and separation of the metal film can be suppressed.,1,
"', '(2) Owing to the characteristics of the second through the fourth aspects described above, a film of sealed fluid revolving around the rotational center of the rotating ring and the stationary ring is formed, allowing the flow of the sealed fluid in the radial direction to be blocked and seal functionality to be further improved.",1,
Whether the above-described respective component powders have been uniformly dispersed can be confirmed with an X-ray diffractometer (XRD).,0,
"', 'Since the time values SL and SR are caused to become equal to the reference time value PCR, they eventually coincide with each other.",2,
"', 'In the present invention, a cover member is formed to be thinner than a body in order to reduce a thickness of the thermotherapy device, and is separated from a floor due to a thickness difference from a housing when unfolded and used, and a supporting means is provided to prevent the cover member from leaning or sagging, and supports the cover member so as to be able to horizontally maintain the cover member when the thermotherapy device is used and to realize a stable support structure.",1,
An object of the present invention is to provide an antibody against FGFR2.,2,
The present invention can reduce a lateral mass unbalance in a battery powered forklift.,1,
"', 'In a twelfth aspect of the present invention, the eleventh aspect of the present invention may be configured such that the change section changes the number of output pixels by, in a case in which the parallax computed by the parallax computation section exceeds a threshold value, making the density lower than the density in a case in which the parallax computed by the parallax computation section is the threshold value or lower, and by making the density lower in accordance with an increase in parallax.",0,
no less than 150° C. The same is applied hereinafter).,0,
"', 'Embodiments of the invention will now be described by way of example only with reference to the attached figures in which:",0,
The present invention can prevent a notification action of a mobile terminal device from being inadvertently stopped.,1,
"', 'The present invention aims to provide a method of manufacturing a variable resistance nonvolatile memory device which has good consistency with a dual damascene process that is suitable for the formation of fine copper lines and which enables large capacity and high integration.",2,
"', 'In addition, in the flat portion of the electric wire conductor, when the wire strand is pressed from the first direction and the second direction opposing to each other, and from the third direction and the fourth direction opposing to each other and intersecting the first direction and the second direction, the electric wire conductor can be effectively formed to have a substantially quadrangle cross-section, thus achieving the excellent space-saving property.",1,
"', '', 'The object of the present invention is to provide a curable resin composition for a hard coat layer capable of forming a hard coat layer having excellent abrasion resistance and hardness, and a hard coat film using the curable resin composition.",2,
The measuring instrument is disposed in the pipe.,0,
"Accordingly, those metals that, although being metallic foreign bodies that can conceivably contaminate the positive electrode and so forth, but have no chance of becoming ions (dissolving) within the operating voltage range of the secondary battery, do not constitute a cause of short-circuits, and need not be considered as foreign metals.",0,
"', 'In another embodiment of the laminate for printed circuit board according to the present invention,', 'the area ratio of the total area of the at least one crystal grain of which the difference in angle of the  crystal direction from the perpendicular of the processed cross section is 15° or less from among the one or plural crystal grains in the metal layer 1 and the one or plural crystal grains in the metal layer 2 to the total area of the one or plural crystal grains in the metal layer 1 and the one or plural crystal grains in the metal layer 2 is 18% or higher.",2,
"', 'It is still another object of the present invention to provide a system for interfacing external data to IPTV, which automatically reduces a size of screen outputting broadcast data when it is outputted through the IPTV at the time of data reception from an external data transmission server, and controls output of external data so that is to be provided on a blank space of the screen, and a method of the same.",2,
"', 'In addition, according to this first aspect, the second inductor may include wiring wound along a spiral path.",0,
"According to the storage subsystem and the semiconductor memory device of the present invention, the frequency of logical-physical miss of I/O in the SSD can be either reduced or eliminated, and deterioration of system performance can be suppressed.",1,
The electronic device according to various embodiments uses a flexible display including a curved surface to secure an FOV of 200 degrees similar to the human FOV.,1,
"Accordingly, a length of a line (a length of the connecting member) between the gate electrode of the power device part and the control signal output terminal of the control IC can be shortened and hence, the semiconductor module is minimally affected by noise from the outside.",1,
"', 'In addition, according to a eighth aspect of the present invention, there is provided the black heat resistant light shading film, characterized in that in any one of the first to the seventh aspects content of the inorganic filler (C) is 2 to 25 parts by weight, relative to the heat resistant resin (a solid content of 100 parts by weight).",0,
"In view of this, use of AlInN for a low refractive index layer of the DBR is also under consideration.",2,
"', 'A through anchor of a second aspect of the present invention comprises: a main body member that is equipped with an attachment portion attached to a vehicle and in which is formed a through hole for webbing worn by an occupant; and a sliding supporting member that is placed on an inner periphery of the through hole in the main body member and a peripheral edge of the through hole, that is for guiding sliding of the webbing, that sandwiches the main body member from front and back, and that is attached to the main body member.",0,
The base tantalum carbide coating film and the tantalum carbide coating film therefore closely contact each other because of the substantially no difference in the crystallinity.,1,
"', 'Further, in the particles constituting the resin powder, if adhesive properties of luster pigment are different among the particles, the obtainable coating film has tended to have color unevenness.",2,
An increase in the air damping action has the effect of reducing noise due to resonance of the sensor.,2,
"According to the configuration of (1) to (6), the deletion timing of the past sensing point from the memory can be adjusted depending on whether the past sensing point is the past sensing point identified from the specific sensing point or the other past sensing point.",1,
"For this reason, in a case where the relative information between the position of the target object newly detected by the object detection unit and the reference point is calculated, it is needed that the reference point also is moved in advance with adding the movement information of the predetermined mounting position.",0,
"According to the present invention, a vehicle travel support device capable of effectively improving the fuel efficiency can be provided.",1,
"According to the method in PTL 4, liquid metal embrittlement cracking can be suppressed when overlapping hot press forming is performed on a Zn or Zn alloy coated steel sheet.",2,
"and possible to provide steel parts having high contact fatigue strength, in particular, gears, continuously variable transmission, constant velocity joints, hubs, and other steel parts for machine structures.",1,
"Thus, it is possible to improve the fuel efficiency while suppressing generation of the belt slip and the like.",1,
"', '(6) The stator 12 has permanent magnets Mi and Mo each arranged between armature core segments 12c (including the core teeth 12t) adjacent to each other, and the permanent magnets Mi and Mo are magnetized so as to be opposed to the polarities of the armature core segments 12c (refer to FIG.",1,
"Accordingly, even when a non-display portion is reduced in size to correspond to, for example, a requirement in terms of design, the occurrence of the crack can be suppressed.",1,
The reservation possibility determination component determines whether or not it is possible to reserve a battery exchange on the basis of the number of empty battery disposition components in addition to the number of reservations and the number of returns.,0,
The present invention can further provide a battery excellent in cycle characteristics containing a high-potential cathode active material due to the cathode binder composition.,1,
"When the linerless label is cut with an apparatus including a mechanism in which an upper blade of cutter blades is immobilized and a lower blade of the cutter blades is configured to move upward, in a manner that the lower blade is inserted into the linerless label from a side of the linerless label at which the adhesive layer is provided, a cutter load voltage during a cutter operation performed after the linerless label is cut five thousand times repeatedly has a difference of less than or equal to 2.0 V from the cutter load voltage during cutting of a label support, which is the linerless label before treated to have adhesiveness.",0,
"The complex is recognized by TLR9s of the antigen presenting cells, induces mainly the type-I IFN, and the amount of induction is significantly higher than the case where the CpG-B ODN is supported by the same carrier in the same manner.",1,
"', 'Another aspect of the present invention is to provide alpha-alumina pearlescent pigments with a large aspect ratio capable of having excellent reflectance and expressing various colors, manufactured by the above-described manufacturing method.",2,
"', 'According to a ninth aspect of the present invention, in the method of the eighth aspect, if one of the unit images is being printed when the thick part is detected in the step b), the one unit image being printed when the thick part is detected is printed completely to the end before the step c).",0,
"This reduces abrasion powder and prevents substances which are eluted from the components contained in the refrigerant or refrigerator oil, abrasion powder, or compounds of the eluted substances and abrasion powder from adhering to or depositing on the guide section.",1,
The present invention is directed to a vertical blind united by weaving and a method of fabricating the same.,2,
This configuration makes it possible to realize the exhaust diffuser that is suitable for middle-size and small-size gas turbine engines.,0,
"Thus, it is possible to remarkably improve work efficiency in the rehabilitating operation and to reduce working hours.",1,
"However, in the above-described related art, when the user releases the locking of a movable body (the battery pack in Patent Literature 1), if his or her finger manipulating a manipulating member such as the locking levers is located in a movement direction of the movable body, his or her finger may interfere with the movable body when the movable body is moved (for example, when the battery pack is removed).",2,
"', 'With that, the inventors have dispersed atomic clusters corresponding to 10 atoms (a diameter of less than 5 nm) in a Cu—Ni—Sn—P alloy at a high density, and have theoretically introduced the fact that the pinning force in dislocation movement is maximized at room temperature and under thermal activity and the resistance property of stress relaxation is thereby enhanced.",1,
The user is requested to select an optimum image processing parameter set out of displayed processing results for an enormously large number of image processing parameter sets.,2,
"The method includes: a current detecting step of detecting current values of respective phases of a three-phase alternating current generated by the power generator; a voltage detecting step of detecting voltage values of the respective phases of the three-phase alternating current generated by the power generator; a calculating step of calculating electric power load of the power generator based on the current values detected in the current detecting step and the voltage values detected in the voltage detecting step and executing filtering work of attenuating a higher harmonic of the set frequency when calculating the electric power load of the power generator; a speed detecting step of detecting an output-side rotational speed that is a rotational speed of the output shaft; a feedback control step of executing feedback control of calculating the gear change command and outputting the obtained gear change command to the transmission driving device such that the output-side rotational speed detected in the speed detecting step becomes equal to an output-side target rotational speed corresponding to the set frequency; and a feedforward compensation step of executing feedforward compensation of correcting the gear change command, calculated in the feedback control step, based on the electric power load of the power generator, the electric power load being calculated in the calculating step.",0,
"', 'The present invention has been made in view of the above issue.",2,
"', 'Desirably, by adjusting a resistance value of the variable impedance element, the reference voltage is adjusted to have the same amplitude as that of an output voltage of the first operational amplifier under a predetermined pressure.",0,
"This can reduce the distance between the vibrating surface of the piezoelectric device and the surface of the base, and thus the gap between the anchor and the base.",1,
"', 'The present invention has been conceived to solve the aforementioned problems, with an aim to reduce the possibility that cracks occur in the nitride semiconductor layers of a nitride semiconductor device and provide a nitride semiconductor light emitting device including the nitride semiconductor device having high in-plane uniformity.",2,
"', 'Regarding the invention defined in claim 12, the slide rail section is provided by the generally flat-plate-shaped member.",1,
"', 'In a seventh example aspect, a program includes instructions (software codes) that, when loaded onto a computer, causes the computer to perform the method according to the above-described second, fourth, or sixth example aspect.",0,
"According to the present disclosure, collision of data transmitted simultaneously by the plurality of communication terminals is suppressed, the probability of successful transmission is increased so that throughput increases, and congestion of a communication line is prevented.",1,
"', 'This is because highly precise rooftop information is unobtainable due to the limited resolution of laser data as explained above.",2,
"However, tissue regeneration guidance using the porous plate of the present invention is applicable to the guided bone regeneration (GBR) technique, a guided tissue regeneration technique for various organs, etc.",1,
"The present application can provide an acrylic binder contained in a cathode active layer of a lithium-sulfur secondary battery, which can effectively prevent dissolution of a cathode active material and ultimately ensure excellent cycle characteristics, and a composition comprising the same.",1,
"the maximum grayscale value), wherein the boundary determining unit determines the boundary by performing the separation processing on the relative value image with the corrected pixel value changed by the pixel value correcting unit.",0,
This accordingly suppresses an undesired external stimulus (noise) or the like on the cells cultured on the cell culture membrane.,0,
"In addition, the upper portion of the moving body is positioned further upward than the bottom portion of the moving body and includes the side section of the moving body.",0,
"Since an apparent line length is determined by the direction of the conveyance passage of the center component mounting work area, the apparent line length is not influenced even though the projected length of the U-shape conveyance passage is increased.",1,
"For instance, NPL4 relates path difference in the order of 20 ns for only 294 km over MCF including amplifiers.",2,
"', 'Another object of the present invention is to provide a polyethyleneimine-graft-(polyethyleneglycol;polyDOPA)(PEI-graft-(PEG;PDOPA)), including polyethyleneimine grafted with a polyethyleneglycol-based biocompatible polymer having affinity to an aqueous medium (sometimes, abbrev.",2,
"However, in the inventions described in PTL 1 and NPL 1, the mutual information with respect to the transmit data of the receive signal decreases with increasingly overloaded frequency bands between streams.",2,
"', 'According to the present invention, by providing the external terminal in the bottom surface of the ceramic RF substrate, the external terminal can be formed on the same plane of the bottom surface of the package, and then a high frequency ceramic package in which the surface mount by a reflow is possible, and a fabrication method for the high frequency ceramic package can be provided.",1,
"Therefore, even in a case where the coated tool according to the present invention is used for intermittent cutting work of a high hardness material or the like during which high impact and mechanical loads are exerted on a cutting edge, excellent chipping resistance and wear resistance are exhibited for a long-term usage.",1,
"In a case in which a conjugated diene-based polymer is modified with an amino silane-based compound including a hydrophilic glycol unit having a high affinity with an inorganic filler, particularly, a silica-based filler, since a functional group derived from the amino silane-based compound is included at one end of the polymer, preparation of a modified conjugated diene-based polymer having an excellent interaction with the inorganic filler is possible, and the modified conjugated diene-based polymer thus prepared has excellent tensile strength, abrasion resistance, low fuel consumption property, and wet road surface resistance as well as high heat generation property.",1,
"', 'In addition, the control device is provided with a structure to connect the two-phase interleaving boost converter unit and the single phase buck converter, and a gate signal for an upper switching element of a buck converter unit is generated by command current input to the buck mode in a buck mode, and thus a saturation speed of the upper switching element can be improved in a buck mode and a response speed of switching control can be improved.",1,
"In order to achieve the aforementioned objective, the horn antenna device of the present disclosure includes a horn antenna and a conductor grid to divide an aperture of the horn antenna in a grid shape and electrically connect to an inner surface of the horn antenna at the aperture of the horn antenna.",0,
"', 'In many cases, however, a surface of the biological sample is not flat.",2,
"', 'According to the tenth aspect of the present invention, the method for manufacturing a motor vehicle door hinge includes assembling the door-side door hinge that is to be attached to a door and that is manufactured by the method according to the sixth aspect and the chassis-side door hinge that is to be attached to a vehicle body and that is manufactured by the method according to the ninth aspect into a pair of motor vehicle door hinges by inserting a tubular plastic shock-absorbing member into the shaft hole of each of the door hinges, inserting a head hinge pin into the two tubular plastic shock-absorbing members and a washer so that the hinge pin penetrates the tubular plastic shock-absorbing members and the washer, and caulking an end of the head hinge pin.",1,
"According to the disclosed embodiments, a high strength galvanized steel sheet having a high tensile strength (TS) of 780 MPa or higher, preferably 980 MPa or higher, and more preferably 1180 MPa or higher and excellent bendability, fatigue resistance, and surface appearance quality is obtained.",1,
"However, since the power-receiving coil provided in a vehicle is disposed about a few millimeters to several tens of centimeters away from the power-transmitting coil, part of the magnetic flux may spread into surrounding spaces without passing through the power-receiving coil.",2,
A new value for evaluating the influence of the environment can be provided.,1,
"Even when the interior of the trench is washed in the case where the upper wire connected to the second electrode of the diode is formed, the second electrode layer is protected by the corrosion-suppressing layer and thereby is not corroded.",0,
"The toners having absorbed moisture are less likely to be charged, so that the toners are insufficiently charged in the HH environment.",2,
"In other words, when the scattered light penetrates a wall surface of a plane surface of a transparent sample cell which is filled with liquid and in which the sample such as cell, molecule or the like of the organism is held, spherical aberration occurs so that the scattered light cannot be focused on a point and it is difficult to receive the light by a photoelectric conversion element efficiently, so that a detection signal of the scattered light is reduced greatly and the SN ratio and the measurement reproducibility of the near-field light image are reduced.",2,
"In the abovementioned step, the light is irradiated so that a focus point of the light is made within the semiconductor substrate in the irradiating.",0,
"', 'Then, when the target EGR amount is larger than the limit EGR amount, it is determined that the required differential pressure cannot be ensured, and the target EGR amount is limited to the limit EGR amount according to the determination, and the opening degree of the EGR valve is controlled based on the limited target EGR amount.",0,
"It should be noted that if the pulling-up speed is constant, the thickness of the cast metal formed by drawing up the molten metal in an oblique direction is geometrically thinner than that of the cast metal formed by drawing up the molten metal in the vertical direction.",2,
"', 'Accordingly, an object of the present invention is to provide a technique for controlling a radio network based on various parameters.",2,
"However, in the antenna 100 disclosed in Patent Literature 1, a lower limit frequency can neither be lowered to a lower frequency band (for example, 700 MHz) in a state where a wide band is maintained while a size of the antenna is kept small, nor the VSWR can be made 2 or less in a full band.",2,
"The method of manufacturing a support type coating film using tape casting or pressurization or depressurization attaching according to the present invention is characterized in that a thin film having desired thickness can be simply and easily prepared compared to a conventional gas-phase or liquid-phase method, and, particularly, a non-defective homogeneous electrolyte or ceramic layer having a thickness of 1 to several hundreds of micrometers (μm) can be easily prepared when this method is used to manufacture a solid oxide fuel cell (SOFC).",1,
"576381, entitled “Footwear Having Insole” and filed in 2005 by the applicant of this invention, and which is capable of absorbing shocks acting on a walker who walks in a three-beat rhythm.",2,
When the present invention is applied in the dielectric harrier discharge ionization detector as shown in FIG.,0,
"However, in the related-art Doherty amplifier, that is, load modulation amplifier, there have been the following problems.",2,
"Thus, the present invention can increase the rigidity of the left and right rear wheel houses and the left and right damper support sections.",1,
"Consequently, the first screen for checking in can be easily displayed alongside the second screen during driving.",2,
"Therefore, more efficient digital communication is possible.",1,
The negative electrode material for a secondary battery described in Patent Literature 2 also has an effect of reducing the change in volume of the negative electrode as a whole.,2,
"Further, it is conceivable that, upon each opening/closing operation, the pin comes into contact only with the depression of the fork-shaped lever, and the fork-shaped lever receives an excessive force.",2,
"To improve this situation, the invention proposes a method for a user equipment configured in carrier aggregation mode to assist an e Node B in estimating the total available output power for each component carrier, the method comprising reporting from the user equipment to the e Node B at least one of:",0,
"', 'Meanwhile, as described above, there is a significant problem that although it is possible to sequentially transfer data when the “fixed priority method” is used, it is not possible to guarantee the number of access cycles in a worst case.",2,
"In such a technology, two or more SLMs may be arranged optically in series, for example, as described in Non-Patent Literature 1.",2,
"', 'The apparatus has a configuration in which: a piston 10 is inserted into a housing 1 ascendably and descendably; and pressurized fluid for driving is able to be supplied to and discharged from a driving chamber 11 arranged above the piston 10.",0,
"', 'Further, the wavelength tunable filter based on temperature is adjusted in temperature by a thermoelectric element, so a quick wavelength tunable characteristic can be achieved.",1,
"', 'Another object of the present invention is to provide a method for efficiently searching for or selecting a device for performing D2D communication and a device for the same.",2,
"', 'In order to attain the above object, a display device in accordance with an aspect of the present invention is a display device which includes a display panel having pixels and which is configured such that (i) a scanning signal and an image signal are supplied to the display panel in a scanning frame and (ii) no scanning signal and no image signal are supplied to the display panel in a pause frame, the display device further including:', 'a supplying section for supplying an image signal, having a polarity opposite to that of voltages applied to the respective pixels in a current frame, to the display panel in a next frame, in a case where a polarity balance value, indicative of a polarity balance of the pixels in the current frame, is equal to a predetermined reference value.",0,
